lgas,year,general facility attendance,general outpatient attendance,antenatal attendance total, deliveries-assisted, caesarean section,deliveries complications,deliveries normal, preterm deliveries,pregnacy outcome-birth asphyxia,pregnacy outcome--neonatal-jaundice,pregnacy outcome—neonatal-sepsis,pregnacy outcome-neonatal-taetanus nhmis,pregnacy outcome-discharged newborns after kmc,pregnacy outcome-newborns placed on kmc,utilization facility attendance , ututilization outpatient attendance,beds,cost,incubators,total beds,condoms  distributed females,condoms  distributed male,family  planning  injections,oral pill cycle  (packets),persons given oral pills,sterilization total,iucd inserted,implant,female 15-49 yrs using mod contraceptives,fp clients counserlled,new fp acceptors,fp clients accessing hct services,functional beds,inpatient days – total ,inpatient discharges – total,inpatient admissions,antenatal total attendance,ancsyphilis case treated,anc syphilis test done,anc syphilis test positive,pregnant women  receiving llin,pregnant women receiving  hematinic,pregnant women who received malaria ipt1,women who received malaria ipt2,assisted,caesarean section,complications,preterm,hiv positive women,hiv positive women    (booked),hiv positive women   (unbooked),normal,deliveries by  skilled birth attendant,deliveries monitors partogran,live birth by hiv positive women,post natal visit total,hepatitis b2 ,hepatitis b vaccine 0  birth,hepatitis b vaccine 1 given ,bcg,oral polio vaccine 0 given,oral polio vaccine  1 given,oral polio vaccine  2 given,oral polio vaccine  3 given,pentavalent  vaccine 1 given,pnetavmococal vaccine (pcv) 2,pnetavmococal vaccine (pcv) 3,pnetavmococal vaccine (pcv) 2 ,pnetavmococal vaccine (pcv) 2.1,pnetavmococal vaccine (pcv) 2.2,yellow fever vaccine given,inactivated polio vaccine (ipv)n,conjugate a csm vaccine given,measles vaccine 1 given,measles vaccine 2 given,fully immunized children under 1 year,tetanue toxoid dose 1,tetanue toxoid dose 2,tetanue toxoid dose 1 3,tetanue toxoid dose 4,tetanue toxoid dose 5,children 0-59 months weighed,children 0-59 months weighed below bottomline,children 0-6 months  exclusivelly  breastfed,children 12-59 month given deworming medication,vitamin a children 12-59 months (200.000iu) ,"vitamin a children 6-11 months (100,000iu) ",art patients receiving arv refill ,hiv positive receiving cotrimoxazole  prophylaxis version 2013 ,hiv couples counseled tested & receiving results,hiv couples counseled tested & receiving results seroi,indiviuals hiv counseled tested and received  results,individuals tested hiv positive,pregnant women tested hiv positive,new arthritis,new cases of asthma,new cases of snake  bites,new coronary heart disease,new mdiabetes mellitus case,new home accident case,new hypertension case,new road  traffic accident case,new sickle cell disease case,anc women with previously known hiv status (at anc),pregnant women who received  hiv counseling  and testing and result (at anc),pregnant women who received  hiv counseling  and testing and result (at l&d),pregnant women who received  hiv counseling  and testing and result at pnc,pregnant hiv positive  women who received  arv prophylaxis for pmtct (total),pregnant hiv positive  women who received  arv prophylaxis for pmtct (total).1,growth     rate,pop,individual clinically screened  for tb,individuals clinically screened for tb score 1+ (tb  suspects),individuals started on tb treatment (hiv unknown),individuals started on tb treatment ((hiv-ve),registered tb patients screened for hiv,tb patients with hiv  receiving art,buruli ulcer patients notified,confirmed dr-tb patients enrolled for treatment,dr-tb suspects tested for dr-tb,suspects screened for tb,tb case successfully treated,tb cases (call forms) notifed,leprosy cases registered,outcome
Ogu Bob,2013,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,0.0,41364.0,11.0,1.0,3.0,23.0,53.0,14.0,0.0,7.0,10.0,78.0,15.0,58.0,0.0,0
Ogu Bob,2014,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,0.0,41364.0,6.0,1.0,3.0,23.0,53.0,2.0,0.0,7.0,10.0,5.0,1.0,58.0,0.0,0
Ogu Bob,2015,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,0.0,41364.0,25.0,3.0,3.0,1.0,5.0,2.0,0.0,7.0,10.0,31.0,15.0,2.0,0.0,0
Ogu Bob,2016,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,0.0,41364.0,39.0,15.0,3.0,7.0,28.0,4.0,0.0,2.0,9.0,40.0,3.0,2.0,0.0,0
Ogu Bob,2017,13956.0,1818.0,495.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,1.0,1.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,0.0,41364.0,64.0,2.0,1.0,4.0,1.0,14.0,0.0,7.0,10.0,43.0,3.0,58.0,0.0,0
Ogu Bob,2018,13336.0,1724.0,795.0,4.0,19.0,2.0,35.0,1.0,3.0,6.0,1.0,0.0,1.0,2.0,13336.0,1724.0,55.0,6.0,1.0,0.0,884.0,2225.0,43.0,970.0,219.0,157.0,45.0,1206.0,1639.0,2268.0,1662.0,184.0,70.6,308.0,167.0,175.0,795.0,9.0,38.0,7.0,155.0,643.0,11.0,224.0,4.0,37.0,5.0,5.0,4.0,8.0,1.0,35.0,29.0,4.0,4.0,279.0,129.0,4656.0,21.0,5318.0,4949.0,5485.0,4287.0,5155.0,5536.0,4321.0,5171.0,4194.0,5231.0,5525.0,5320.0,5223.0,499.0,5404.0,415.0,5406.0,3531.0,2812.0,2173.0,1794.0,1301.0,1825.0,1.0,1295.0,50.0,51.0,33.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,34.0,6.0,1.0,9.0,41.0,4.0,91.0,5.0,3.0,27.0,35.0,5.0,82.0,1.0,2.0,0.0,41364.0,420.0,61.0,3.0,23.0,53.0,14.0,0.0,7.0,10.0,78.0,15.0,58.0,0.0,0
Ogu Bob,2019,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,12215.0,1466.0,55.0,6.0,1.0,120.0,669.0,5179.0,174.0,49.0,1985.0,430.0,191.0,74.0,2566.0,3684.0,2833.0,544.0,68.3,410.0,208.0,163.0,751.0,9.0,38.0,7.0,215.0,625.0,200.0,198.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,46.0,45.0,9.0,4.0,216.0,14.0,4961.0,21.0,5298.0,5097.0,5620.0,4366.0,5281.0,5602.0,4210.0,5512.0,5601.0,4210.0,5281.0,5141.0,5326.0,1743.0,5175.0,1802.0,5173.0,2814.0,2232.0,1719.0,1274.0,875.0,2662.0,2.0,1328.0,251.0,2129.0,606.0,184.0,147.0,1.0,1.0,834.0,105.0,3.0,34.0,6.0,1.0,4.0,20.0,1.0,56.0,2.0,2.0,16.0,132.0,36.0,115.0,5.0,2.0,0.0,41364.0,420.0,61.0,3.0,23.0,53.0,14.0,0.0,7.0,10.0,78.0,15.0,58.0,0.0,0
Ogu Bob,2020,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,0.0,41364.0,420.0,61.0,3.0,23.0,53.0,14.0,0.0,7.0,10.0,78.0,15.0,58.0,0.0,0
Ogu Bob,2021,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,3.4,123319.0,420.0,61.0,3.0,23.0,53.0,14.0,0.0,7.0,10.0,78.0,15.0,58.0,0.0,0
Okrika,2013,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,0.0,41364.0,14.0,2.0,3.0,23.0,53.0,14.0,0.0,7.0,10.0,13.0,10.0,2.0,0.0,0
Okrika,2014,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,0.0,41364.0,144.0,362.0,12.0,61.0,97.0,7.0,0.0,15.0,29.0,120.0,10.0,99.0,0.0,0
Okrika,2015,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,0.0,41364.0,128.0,9.0,3.0,17.0,43.0,2.0,0.0,2.0,59.0,70.0,15.0,39.0,0.0,0
Okrika,2016,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,0.0,41364.0,446.0,60.0,13.0,81.0,253.0,11.0,0.0,5.0,5.0,169.0,3.0,215.0,0.0,0
Okrika,2017,57029.0,6086.0,3474.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,2.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,0.0,41364.0,346.0,21.0,2.0,13.0,94.0,13.0,0.0,1.0,14.0,109.0,10.0,96.0,0.0,0
Okrika,2018,55056.0,6573.0,3932.0,146.0,70.0,20.0,297.0,5.0,3.0,6.0,6.0,0.0,1.0,2.0,55056.0,6573.0,125.0,34.0,4.0,0.0,2170.0,20741.0,2928.0,2484.0,1377.0,8.0,40.0,1043.0,5841.0,9204.0,5558.0,31.0,171.5,1041.0,595.0,569.0,3932.0,9.0,414.0,14.0,888.0,3635.0,636.0,2026.0,146.0,70.0,20.0,4.0,17.0,16.0,1.0,297.0,323.0,257.0,16.0,7728.0,408.0,13642.0,146.0,14992.0,13585.0,14382.0,7568.0,13877.0,14534.0,7721.0,13951.0,7947.0,13813.0,14645.0,14333.0,8688.0,1792.0,13934.0,898.0,11898.0,10563.0,10877.0,4976.0,2416.0,1679.0,19527.0,269.0,9582.0,13707.0,68947.0,28381.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,43.0,13.0,1.0,4.0,65.0,9.0,273.0,17.0,2.0,83.0,121.0,94.0,50.0,8.0,18.0,0.0,41364.0,420.0,61.0,3.0,23.0,53.0,14.0,0.0,7.0,10.0,78.0,15.0,58.0,0.0,1
Okrika,2019,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,59002.0,9535.0,126.0,34.0,4.0,0.0,1903.0,19512.0,2627.0,41.0,1232.0,3939.0,1654.0,74.0,6286.0,9010.0,5865.0,123.0,142.1,804.0,537.0,439.0,4784.0,1.0,475.0,7.0,327.0,4030.0,694.0,2062.0,151.0,34.0,13.0,3.0,16.0,14.0,1.0,325.0,355.0,292.0,16.0,3055.0,155.0,9166.0,21.0,10912.0,8943.0,13478.0,8388.0,13295.0,13544.0,8484.0,13002.0,13420.0,8443.0,13083.0,10373.0,11799.0,2701.0,10198.0,2080.0,8937.0,9969.0,9743.0,3341.0,1510.0,1045.0,23893.0,200.0,8651.0,56840.0,79158.0,11355.0,2589.0,2549.0,7.0,1.0,4722.0,395.0,41.0,72.0,22.0,1.0,10.0,82.0,15.0,309.0,18.0,5.0,41.0,418.0,21.0,66.0,24.0,26.0,0.0,41364.0,420.0,61.0,3.0,23.0,53.0,14.0,0.0,7.0,10.0,78.0,15.0,58.0,0.0,1
Okrika,2020,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,0.0,41364.0,420.0,61.0,3.0,23.0,53.0,14.0,0.0,7.0,10.0,78.0,15.0,58.0,0.0,0
Okrika,2021,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,3.4,366616.0,420.0,61.0,3.0,23.0,53.0,14.0,0.0,7.0,10.0,78.0,15.0,58.0,0.0,0
Omuma,2013,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,0.0,41364.0,107.0,9.0,1.0,2.0,5.0,14.0,0.0,7.0,10.0,15.0,15.0,58.0,0.0,0
Omuma,2014,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,0.0,41364.0,25.0,4.0,1.0,3.0,2.0,1.0,0.0,7.0,10.0,38.0,1.0,9.0,0.0,0
Omuma,2015,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,0.0,41364.0,6.0,9.0,3.0,1.0,1.0,14.0,0.0,1.0,10.0,23.0,15.0,5.0,0.0,0
Omuma,2016,21936.0,4869.0,1626.0,6.0,19.0,2.0,63.0,1.0,3.0,6.0,6.0,0.0,1.0,2.0,23775.0,5069.0,26.0,5.0,1.0,89.0,200.0,2659.0,243.0,82.0,200.0,157.0,96.0,74.0,724.0,1292.0,605.0,184.0,28.0,921.0,290.0,336.0,1843.0,9.0,281.0,7.0,129.0,1562.0,350.0,297.0,15.0,37.0,5.0,4.0,4.0,8.0,1.0,153.0,153.0,119.0,4.0,822.0,14.0,1805.0,21.0,2898.0,1846.0,2953.0,2148.0,2754.0,2942.0,2133.0,2756.0,2539.0,2427.0,2778.0,2625.0,2670.0,499.0,2670.0,415.0,2041.0,1806.0,1528.0,530.0,222.0,143.0,10010.0,48.0,2776.0,7021.0,12835.0,2944.0,184.0,147.0,14.0,1.0,959.0,55.0,7.0,45.0,18.0,1.0,10.0,62.0,6.0,137.0,17.0,3.0,40.0,234.0,36.0,82.0,11.0,8.0,0.0,41364.0,30.0,28.0,3.0,3.0,3.0,14.0,3.0,7.0,6.0,114.0,15.0,63.0,0.0,0
